price
189.338020247
192.024719101
192.693086003
195.679595278
195.12992126
193.92519685
190.486805166
189.542953397
189.620089787
190.904494382
193.411267606
193.711625282
193.15990991
191.46054115
190.107727016
191.030456853
191.735509285
195.843026539
194.814479638
188.586696987
191.269491525
191.317899492
193.594227504
195.013590034
196.309214245
197.269688385
195.216553288
194.516732842
193.110544218
191.699660633
192.254381006
195.337853107
195.725523486
194.486670448
191.439909297
192.456090652
192.699150142
193.783814375
195.189694224
197.850907029
195.55
193.804878049
193.355113636
193.517887564
193.938810198
196.41600454
197.249858035
193.398521887
192.038636364
191.476651481
191.724059293
194.240318907
198.423274387
196.134703196
191.636830103
189.061003421
187.672934473
187.458119658
190.062429058
194.078842881
193.266060262
191.140571429
187.790405483
188.430039977
189.201142857
190.672364672
195.660592255
194.619589977
192.82295831
188.99372862
190.240159726
190.085714286
192.916047973
194.676571429
198.025951557
193.762594094
188.584818861
184.959498003
184.007424329
186.510541311
190.282373075
189.721526196
187.458190149
184.363009765
182.621264368
182.225416906
186.389400922
190.109438332
189.993623188
186.21133412
182.992916175
182.749264273
182.999408634
185.846016647
188.898153663
188.050767414
185.201409278
181.420961204
183.047921478
184.465777262
185.389308542
190.159117305
189.988412514
186.459616502
184.176402545
183.917484132
182.962984384
185.548238013
189.126162791
187.934807916
183.041471963
183.257821553
182.842774566
181.833429728
184.178551055
187.374639769
186.131365741
182.629930394
181.018572258
180.154471545
181.300813008
183.25
190.512110727
191.427914991
188.099421965
188.66336056
204.621166566
212.312294543
213.980781975
215.326758711
211.541065831
195.780023781
185.751892836
180.826844858
181.56300578
185.029919448
184.336018412
184.167433832
180.906105991
179.577521614
179.126728111
179.012096774
181.089398281
183.592783505
181.076392878
177.015535098
174.820218265
174.521239954
174.301149425
176.793814433
179.84
179.58180778
176.400458979
173.942594719
172.008650519
173.872193437
183.720792079
183.823675087
180.063492063
177.920138889
175.455348381
175.901768173
176.825552826
179.064436793
179.50245821
175.700787402
174.287469287
174.765140325
175.13244707
176.854054054
180.484520885
180.785749386
175.9935739
174.771513353
174.605745419
175.308225966
176.36354631
179.431750742
184.335192415
184.739832869
185.220982143
188.62206047
186.730964467
192.017927171
188.351593069
190.51343785
190.04440697
189.397746479
194.516601013
193.449747333
191.269662921
191.158071749
178.874195146
175.382206759
174.125745527
174.183988066
174.239184485
175.113760556
178.337301587
178.58531746
174.0
173.104083665
175.177427304
175.591514554
176.106015779
181.086486486
181.034431874
176.543972332
175.671936759
175.953511375
176.419881306
177.121301775
181.935166994
181.919941061
177.904505387
176.803431373
176.997547818
177.812041116
178.450220696
182.424390244
183.383789062
178.604810997
176.915071183
176.840707965
176.912893701
177.330871492
182.298091043
182.736764706
179.341691249
178.378084896
177.851833499
179.886251236
187.637982196
199.464881253
198.030349014
191.767144319
189.048106448
189.517829457
192.803840166
194.300051733
197.582685329
197.024819028
189.704976911
184.785017958
184.33436373
184.992772328
187.388489209
191.265745008
190.109969168
185.692946058
183.027027027
183.422395833
183.297494781
187.907194995
191.636883117
191.977557411
185.938453446
184.143233281
184.193361433
184.059630607
179.813266697
184.984346225
185.661260426
185.626295947
190.191267205
191.207061069
192.233909702
195.561209794
201.416226596
200.902569074
196.416100873
193.157817828
190.908824963
192.460907336
202.182449182
211.486515071
213.05888651
206.632642212
201.167589331
198.998013903
199.326075949
202.315734449
207.243081932
201.689770822
202.038592509
199.856134636
199.889308855
200.560146444
195.67833587
203.659772492
204.514613779
201.40552017
198.755838641
198.853191489
212.970461869
218.272026432
229.307960488
234.700655933
226.965517241
223.488888889
216.056338028
218.282291058
227.457938014
240.957848837
240.977172312
231.092847318
223.680906149
231.282678686
235.565068493
240.83225342
239.02247191
238.118402282
228.498657718
225.046783626
224.805360562
236.153094463
240.877130682
232.767669173
227.755160142
227.405947441
228.741477273
235.717069369
244.759962929
245.369082126
239.126838235
232.758506224
240.42693662
243.367764915
251.223963134
254.448844884
249.957703927
245.359241706
240.240282686
239.623478261
241.641831239
256.180569185
284.028714107
279.821148825
261.977979275
255.711586902
244.962703963
244.898230088
244.981670061
173.705510907
173.797351756
176.159678346
179.722510075
179.380103508
175.40264977
173.284398388
172.631912442
172.7727797
174.623631124
178.17925072
178.053025937
174.865317919
172.57266436
172.123414072
260.04494382
253.34318555
245.280658436
262.165618449
247.238716148
251.030075188
239.710017575
